State,County,Candidate,Party,Incumbent,Votes,Percentage,Winner,Delegates
Arkansas,Polk,Marianne Williamson,Democratic,No,12,7.5%,No,0
Arkansas,Polk,Dean Phillips,Democratic,No,6,3.7%,No,0
Arkansas,Pope,Joe Biden,Democratic,Yes,805,87.5%,Yes,31
Arkansas,Pope,Dean Phillips,Democratic,No,53,5.8%,No,0
Arkansas,Pope,Marianne Williamson,Democratic,No,35,3.8%,No,0
Arkansas,Prairie,Joe Biden,Democratic,Yes,114,87.0%,Yes,31
Arkansas,Prairie,Marianne Williamson,Democratic,No,6,4.6%,No,0
Arkansas,Prairie,Dean Phillips,Democratic,No,3,2.3%,No,0
Arkansas,Pulaski,Joe Biden,Democratic,Yes,22029,92.3%,Yes,31
Arkansas,Pulaski,Marianne Williamson,Democratic,No,964,4.0%,No,0
Arkansas,Pulaski,Dean Phillips,Democratic,No,383,1.6%,No,0
Arkansas,Randolph,Joe Biden,Democratic,Yes,177,86.8%,Yes,31
Arkansas,Randolph,Marianne Williamson,Democratic,No,9,4.4%,No,0
Arkansas,Randolph,Dean Phillips,Democratic,No,8,3.9%,No,0
Arkansas,Saline,Joe Biden,Democratic,Yes,2417,89.9%,Yes,31
Arkansas,Saline,Marianne Williamson,Democratic,No,144,5.4%,No,0
Arkansas,Saline,Dean Phillips,Democratic,No,57,2.1%,No,0
Arkansas,Scott,Joe Biden,Democratic,Yes,76,83.5%,Yes,31
Arkansas,Scott,Marianne Williamson,Democratic,No,9,9.9%,No,0
Arkansas,Scott,Dean Phillips,Democratic,No,4,4.4%,No,0
Arkansas,Searcy,Joe Biden,Democratic,Yes,74,85.1%,Yes,31
Arkansas,Searcy,Dean Phillips,Democratic,No,5,5.7%,No,0
Arkansas,Searcy,Marianne Williamson,Democratic,No,5,5.7%,No,0
Arkansas,Sebastian,Joe Biden,Democratic,Yes,1839,90.1%,Yes,31
Arkansas,Sebastian,Marianne Williamson,Democratic,No,80,3.9%,No,0
Arkansas,Sebastian,Dean Phillips,Democratic,No,43,2.1%,No,0
Arkansas,Sevier,Joe Biden,Democratic,Yes,96,83.5%,Yes,31
Arkansas,Sevier,Marianne Williamson,Democratic,No,11,9.6%,No,0
Arkansas,Sevier,Dean Phillips,Democratic,No,2,1.7%,No,0
Arkansas,Sharp,Joe Biden,Democratic,Yes,171,83.4%,Yes,31
Arkansas,Sharp,Marianne Williamson,Democratic,No,9,4.4%,No,0
Arkansas,Sharp,Dean Phillips,Democratic,No,7,3.4%,No,0
Arkansas,St. Francis,Joe Biden,Democratic,Yes,1028,85.3%,Yes,31
Arkansas,St. Francis,Marianne Williamson,Democratic,No,55,4.6%,No,0
Arkansas,St. Francis,Dean Phillips,Democratic,No,30,2.5%,No,0
Arkansas,Stone,Joe Biden,Democratic,Yes,190,86.4%,Yes,31
Arkansas,Stone,Marianne Williamson,Democratic,No,14,6.3%,No,0
Arkansas,Stone,Dean Phillips,Democratic,No,5,2.3%,No,0
Arkansas,Union,Joe Biden,Democratic,Yes,606,89.4%,Yes,31
Arkansas,Union,Marianne Williamson,Democratic,No,21,3.1%,No,0
Arkansas,Union,Dean Phillips,Democratic,No,17,2.5%,No,0
Arkansas,Van Buren,Joe Biden,Democratic,Yes,281,87.8%,Yes,31
Arkansas,Van Buren,Marianne Williamson,Democratic,No,17,5.3%,No,0
Arkansas,Van Buren,Dean Phillips,Democratic,No,10,3.1%,No,0
Arkansas,Washington,Joe Biden,Democratic,Yes,5779,87.9%,Yes,31
Arkansas,Washington,Marianne Williamson,Democratic,No,429,6.5%,No,0
Arkansas,Washington,Dean Phillips,Democratic,No,174,2.6%,No,0
Arkansas,White,Joe Biden,Democratic,Yes,902,81.7%,Yes,31
Arkansas,White,Marianne Williamson,Democratic,No,78,7.1%,No,0
Arkansas,White,Dean Phillips,Democratic,No,35,3.2%,No,0
Arkansas,Woodruff,Joe Biden,Democratic,Yes,135,91.8%,Yes,31
Arkansas,Woodruff,Dean Phillips,Democratic,No,4,2.7%,No,0
Arkansas,Woodruff,Marianne Williamson,Democratic,No,4,2.7%,No,0
Arkansas,Yell,Joe Biden,Democratic,Yes,160,80.0%,Yes,31
Arkansas,Yell,Marianne Williamson,Democratic,No,18,9.0%,No,0
Arkansas,Yell,Dean Phillips,Democratic,No,10,5.0%,No,0
California,Alameda,Joe Biden,Democratic,Yes,189961,91.1%,Yes,424
California,Alameda,Marianne Williamson,Democratic,No,8431,4.0%,No,0
California,Alameda,Dean Phillips,Democratic,No,4944,2.4%,No,0
California,Alpine,Joe Biden,Democratic,Yes,214,95.1%,Yes,424
California,Alpine,Marianne Williamson,Democratic,No,6,2.7%,No,0
California,Alpine,Dean Phillips,Democratic,No,3,1.3%,No,0
California,Amador,Joe Biden,Democratic,Yes,3811,91.0%,Yes,424
California,Amador,Marianne Williamson,Democratic,No,139,3.3%,No,0
California,Amador,Dean Phillips,Democratic,No,99,2.4%,No,0
California,Butte,Joe Biden,Democratic,Yes,17642,90.0%,Yes,424
California,Butte,Marianne Williamson,Democratic,No,806,4.1%,No,0
California,Butte,Dean Phillips,Democratic,No,566,2.9%,No,0
California,Calaveras,Joe Biden,Democratic,Yes,4307,91.9%,Yes,424
California,Calaveras,Marianne Williamson,Democratic,No,141,3.0%,No,0
California,Calaveras,Dean Phillips,Democratic,No,129,2.7%,No,0
California,Colusa,Joe Biden,Democratic,Yes,675,80.5%,Yes,424
California,Colusa,Dean Phillips,Democratic,No,49,5.8%,No,0
California,Colusa,Marianne Williamson,Democratic,No,42,5.0%,No,0
California,Contra Costa,Joe Biden,Democratic,Yes,140780,92.3%,Yes,424
California,Contra Costa,Marianne Williamson,Democratic,No,4581,3.0%,No,0
California,Contra Costa,Dean Phillips,Democratic,No,3914,2.6%,No,0
California,Del Norte,Joe Biden,Democratic,Yes,1784,89.2%,Yes,424
California,Del Norte,Marianne Williamson,Democratic,No,92,4.6%,No,0
California,Del Norte,Dean Phillips,Democratic,No,66,3.3%,No,0
California,El Dorado,Joe Biden,Democratic,Yes,19307,92.4%,Yes,424
California,El Dorado,Marianne Williamson,Democratic,No,673,3.2%,No,0
California,El Dorado,Dean Phillips,Democratic,No,575,2.8%,No,0
California,Fresno,Joe Biden,Democratic,Yes,48018,88.3%,Yes,424
California,Fresno,Marianne Williamson,Democratic,No,2013,3.7%,No,0
California,Fresno,Dean Phillips,Democratic,No,1628,3.0%,No,0
California,Glenn,Joe Biden,Democratic,Yes,944,81.4%,Yes,424
California,Glenn,Marianne Williamson,Democratic,No,58,5.0%,No,0
California,Glenn,Dean Phillips,Democratic,No,56,4.8%,No,0
California,Humboldt,Joe Biden,Democratic,Yes,17248,87.8%,Yes,424
California,Humboldt,Marianne Williamson,Democratic,No,1172,6.0%,No,0
California,Humboldt,Dean Phillips,Democratic,No,579,2.9%,No,0
California,Imperial,Joe Biden,Democratic,Yes,7079,80.9%,Yes,424
California,Imperial,Marianne Williamson,Democratic,No,455,5.2%,No,0
California,Imperial,Dean Phillips,Democratic,No,258,2.9%,No,0
California,Inyo,Joe Biden,Democratic,Yes,1874,91.0%,Yes,424
California,Inyo,Marianne Williamson,Democratic,No,86,4.2%,No,0
California,Inyo,Dean Phillips,Democratic,No,46,2.2%,No,0
California,Kern,Joe Biden,Democratic,Yes,28968,85.1%,Yes,424
California,Kern,Marianne Williamson,Democratic,No,1442,4.2%,No,0
California,Kern,Dean Phillips,Democratic,No,1147,3.4%,No,0
California,Kings,Joe Biden,Democratic,Yes,3964,84.1%,Yes,424
California,Kings,Marianne Williamson,Democratic,No,208,4.4%,No,0
California,Kings,Dean Phillips,Democratic,No,174,3.7%,No,0
California,Lake,Joe Biden,Democratic,Yes,5604,91.1%,Yes,424
California,Lake,Marianne Williamson,Democratic,No,232,3.8%,No,0
California,Lake,Dean Phillips,Democratic,No,114,1.8%,No,0
California,Lassen,Joe Biden,Democratic,Yes,908,85.7%,Yes,424
California,Lassen,Marianne Williamson,Democratic,No,55,5.2%,No,0
California,Lassen,Dean Phillips,Democratic,No,37,3.5%,No,0
California,Los Angeles,Joe Biden,Democratic,Yes,735246,85.0%,Yes,424
California,Los Angeles,Marianne Williamson,Democratic,No,45566,5.3%,No,0
California,Los Angeles,Dean Phillips,Democratic,No,25284,2.9%,No,0
California,Madera,Joe Biden,Democratic,Yes,6796,88.0%,Yes,424
California,Madera,Marianne Williamson,Democratic,No,284,3.7%,No,0
California,Madera,Dean Phillips,Democratic,No,207,2.7%,No,0
California,Marin,Joe Biden,Democratic,Yes,57191,93.7%,Yes,424
California,Marin,Marianne Williamson,Democratic,No,1393,2.3%,No,0
California,Marin,Dean Phillips,Democratic,No,1345,2.2%,No,0
California,Mariposa,Joe Biden,Democratic,Yes,1702,92.1%,Yes,424
California,Mariposa,Marianne Williamson,Democratic,No,66,3.6%,No,0
California,Mariposa,Dean Phillips,Democratic,No,41,2.2%,No,0
California,Mendocino,Joe Biden,Democratic,Yes,11055,90.9%,Yes,424
California,Mendocino,Marianne Williamson,Democratic,No,493,4.0%,No,0
California,Mendocino,Dean Phillips,Democratic,No,277,2.3%,No,0
California,Merced,Joe Biden,Democratic,Yes,11404,84.2%,Yes,424
California,Merced,Marianne Williamson,Democratic,No,574,4.2%,No,0
California,Merced,Dean Phillips,Democratic,No,418,3.1%,No,0
California,Modoc,Joe Biden,Democratic,Yes,405,87.1%,Yes,424
California,Modoc,Marianne Williamson,Democratic,No,21,4.5%,No,0
California,Modoc,Dean Phillips,Democratic,No,13,2.8%,No,0
California,Mono,Joe Biden,Democratic,Yes,1284,89.7%,Yes,424
California,Mono,Marianne Williamson,Democratic,No,59,4.1%,No,0
California,Mono,Dean Phillips,Democratic,No,53,3.7%,No,0
California,Monterey,Joe Biden,Democratic,Yes,33878,90.5%,Yes,424
California,Monterey,Marianne Williamson,Democratic,No,1386,3.7%,No,0
California,Monterey,Dean Phillips,Democratic,No,1033,2.8%,No,0
California,Napa,Joe Biden,Democratic,Yes,18979,92.4%,Yes,424
California,Napa,Marianne Williamson,Democratic,No,605,2.9%,No,0
California,Napa,Dean Phillips,Democratic,No,464,2.3%,No,0
California,Nevada,Joe Biden,Democratic,Yes,15114,92.2%,Yes,424
California,Nevada,Marianne Williamson,Democratic,No,616,3.8%,No,0
California,Nevada,Dean Phillips,Democratic,No,342,2.1%,No,0
California,Orange,Joe Biden,Democratic,Yes,217883,90.1%,Yes,424
California,Orange,Marianne Williamson,Democratic,No,8998,3.7%,No,0
California,Orange,Dean Phillips,Democratic,No,7086,2.9%,No,0
California,Placer,Joe Biden,Democratic,Yes,41624,92.3%,Yes,424
California,Placer,Marianne Williamson,Democratic,No,1533,3.4%,No,0
California,Placer,Dean Phillips,Democratic,No,1233,2.7%,No,0
California,Plumas,Joe Biden,Democratic,Yes,1890,90.7%,Yes,424
California,Plumas,Marianne Williamson,Democratic,No,68,3.3%,No,0
California,Plumas,Dean Phillips,Democratic,No,64,3.1%,No,0
California,Riverside,Joe Biden,Democratic,Yes,140440,89.4%,Yes,424
California,Riverside,Marianne Williamson,Democratic,No,5511,3.5%,No,0
California,Riverside,Dean Phillips,Democratic,No,4452,2.8%,No,0
California,Sacramento,Joe Biden,Democratic,Yes,145579,90.2%,Yes,424
California,Sacramento,Marianne Williamson,Democratic,No,6452,4.0%,No,0
California,Sacramento,Dean Phillips,Democratic,No,4450,2.8%,No,0
California,San Benito,Joe Biden,Democratic,Yes,5426,89.8%,Yes,424
California,San Benito,Marianne Williamson,Democratic,No,258,4.3%,No,0
California,San Benito,Dean Phillips,Democratic,No,157,2.6%,No,0
California,San Bernardino,Joe Biden,Democratic,Yes,100548,88.5%,Yes,424
California,San Bernardino,Marianne Williamson,Democratic,No,4646,4.1%,No,0
California,San Bernardino,Dean Phillips,Democratic,No,3142,2.8%,No,0
California,San Diego,Joe Biden,Democratic,Yes,270110,90.7%,Yes,424
California,San Diego,Marianne Williamson,Democratic,No,11162,3.7%,No,0
California,San Diego,Dean Phillips,Democratic,No,7926,2.7%,No,0
California,San Francisco,Joe Biden,Democratic,Yes,142680,90.0%,Yes,424
California,San Francisco,Marianne Williamson,Democratic,No,6287,4.0%,No,0
California,San Francisco,Dean Phillips,Democratic,No,5686,3.6%,No,0
California,San Joaquin,Joe Biden,Democratic,Yes,43201,87.9%,Yes,424
California,San Joaquin,Marianne Williamson,Democratic,No,2138,4.3%,No,0
California,San Joaquin,Dean Phillips,Democratic,No,1444,2.9%,No,0
California,San Luis Obispo,Joe Biden,Democratic,Yes,35164,93.0%,Yes,424
California,San Luis Obispo,Marianne Williamson,Democratic,No,1299,3.4%,No,0
California,San Luis Obispo,Dean Phillips,Democratic,No,848,2.2%,No,0
California,San Mateo,Joe Biden,Democratic,Yes,98596,92.9%,Yes,424
California,San Mateo,Marianne Williamson,Democratic,No,2892,2.7%,No,0
California,San Mateo,Dean Phillips,Democratic,No,2833,2.7%,No,0
California,Santa Barbara,Joe Biden,Democratic,Yes,44793,91.8%,Yes,424
California,Santa Barbara,Marianne Williamson,Democratic,No,1791,3.7%,No,0
California,Santa Barbara,Dean Phillips,Democratic,No,1250,2.6%,No,0
California,Santa Clara,Joe Biden,Democratic,Yes,184885,90.0%,Yes,424
California,Santa Clara,Marianne Williamson,Democratic,No,7755,3.8%,No,0
California,Santa Clara,Dean Phillips,Democratic,No,6591,3.2%,No,0
California,Santa Cruz,Joe Biden,Democratic,Yes,45157,91.9%,Yes,424
California,Santa Cruz,Marianne Williamson,Democratic,No,1882,3.8%,No,0
California,Santa Cruz,Dean Phillips,Democratic,No,929,1.9%,No,0
California,Shasta,Joe Biden,Democratic,Yes,11265,89.6%,Yes,424
California,Shasta,Marianne Williamson,Democratic,No,507,4.0%,No,0
California,Shasta,Dean Phillips,Democratic,No,356,2.8%,No,0
California,Sierra,Joe Biden,Democratic,Yes,313,90.4%,Yes,424
California,Sierra,Marianne Williamson,Democratic,No,12,3.5%,No,0
California,Sierra,Dean Phillips,Democratic,No,7,2.0%,No,0
California,Siskiyou,Joe Biden,Democratic,Yes,3553,90.4%,Yes,424
California,Siskiyou,Marianne Williamson,Democratic,No,160,4.1%,No,0
California,Siskiyou,Dean Phillips,Democratic,No,96,2.4%,No,0
California,Solano,Joe Biden,Democratic,Yes,42895,91.8%,Yes,424
California,Solano,Marianne Williamson,Democratic,No,1395,3.0%,No,0
California,Solano,Dean Phillips,Democratic,No,956,2.0%,No,0
California,Sonoma,Joe Biden,Democratic,Yes,84790,92.0%,Yes,424
California,Sonoma,Marianne Williamson,Democratic,No,3012,3.3%,No,0
California,Sonoma,Dean Phillips,Democratic,No,2013,2.2%,No,0
California,Stanislaus,Joe Biden,Democratic,Yes,26385,87.8%,Yes,424
California,Stanislaus,Marianne Williamson,Democratic,No,1319,4.4%,No,0
California,Stanislaus,Dean Phillips,Democratic,No,866,2.9%,No,0
California,Sutter,Joe Biden,Democratic,Yes,4115,83.6%,Yes,424
California,Sutter,Dean Phillips,Democratic,No,213,4.3%,No,0
California,Sutter,Marianne Williamson,Democratic,No,207,4.2%,No,0
California,Tehama,Joe Biden,Democratic,Yes,2679,87.7%,Yes,424
California,Tehama,Marianne Williamson,Democratic,No,150,4.9%,No,0
California,Tehama,Dean Phillips,Democratic,No,90,2.9%,No,0
California,Trinity,Joe Biden,Democratic,Yes,1122,89.3%,Yes,424
California,Trinity,Marianne Williamson,Democratic,No,67,5.3%,No,0
California,Trinity,Dean Phillips,Democratic,No,35,2.8%,No,0
California,Tulare,Joe Biden,Democratic,Yes,13917,83.2%,Yes,424
California,Tulare,Marianne Williamson,Democratic,No,815,4.9%,No,0
California,Tulare,Dean Phillips,Democratic,No,530,3.2%,No,0
California,Tuolumne,Joe Biden,Democratic,Yes,5123,92.6%,Yes,424
California,Tuolumne,Marianne Williamson,Democratic,No,164,3.0%,No,0
California,Tuolumne,Dean Phillips,Democratic,No,126,2.3%,No,0
California,Ventura,Joe Biden,Democratic,Yes,78724,91.2%,Yes,424
California,Ventura,Marianne Williamson,Democratic,No,3026,3.5%,No,0
California,Ventura,Dean Phillips,Democratic,No,2182,2.5%,No,0
California,Yolo,Joe Biden,Democratic,Yes,25301,90.8%,Yes,424
California,Yolo,Marianne Williamson,Democratic,No,982,3.5%,No,0
California,Yolo,Dean Phillips,Democratic,No,703,2.5%,No,0
California,Yuba,Joe Biden,Democratic,Yes,3387,86.1%,Yes,424
California,Yuba,Marianne Williamson,Democratic,No,173,4.4%,No,0
California,Yuba,Dean Phillips,Democratic,No,159,4.0%,No,0
Colorado,Adams,Joe Biden,Democratic,Yes,29725,79.0%,Yes,72
Colorado,Adams,Uncommitted,Democratic,No,3626,9.6%,No,0
Colorado,Adams,Marianne Williamson,Democratic,No,1336,3.6%,No,0
Colorado,Adams,Dean Phillips,Democratic,No,1255,3.3%,No,0
Colorado,Alamosa,Joe Biden,Democratic,Yes,1074,80.8%,Yes,72
Colorado,Alamosa,Uncommitted,Democratic,No,110,8.3%,No,0
Colorado,Alamosa,Marianne Williamson,Democratic,No,47,3.5%,No,0
Colorado,Alamosa,Dean Phillips,Democratic,No,32,2.4%,No,0
Colorado,Arapahoe,Joe Biden,Democratic,Yes,51523,83.0%,Yes,72
Colorado,Arapahoe,Uncommitted,Democratic,No,5466,8.8%,No,0
Colorado,Arapahoe,Dean Phillips,Democratic,No,1837,3.0%,No,0
Colorado,Arapahoe,Marianne Williamson,Democratic,No,1573,2.5%,No,0
Colorado,Archuleta,Joe Biden,Democratic,Yes,1266,86.7%,Yes,72
Colorado,Archuleta,Uncommitted,Democratic,No,88,6.0%,No,0
Colorado,Archuleta,Marianne Williamson,Democratic,No,44,3.0%,No,0
Colorado,Archuleta,Dean Phillips,Democratic,No,41,2.8%,No,0
Colorado,Baca,Joe Biden,Democratic,Yes,99,64.7%,Yes,72
Colorado,Baca,Uncommitted,Democratic,No,27,17.6%,No,0
Colorado,Baca,Marianne Williamson,Democratic,No,10,6.5%,No,0
Colorado,Baca,Dean Phillips,Democratic,No,8,5.2%,No,0
Colorado,Bent,Joe Biden,Democratic,Yes,227,74.9%,Yes,72
Colorado,Bent,Uncommitted,Democratic,No,45,14.9%,No,0
Colorado,Bent,Dean Phillips,Democratic,No,7,2.3%,No,0
Colorado,Bent,Marianne Williamson,Democratic,No,7,2.3%,No,0
Colorado,Boulder,Joe Biden,Democratic,Yes,48565,83.7%,Yes,72
Colorado,Boulder,Uncommitted,Democratic,No,5315,9.2%,No,0
Colorado,Boulder,Marianne Williamson,Democratic,No,1613,2.8%,No,0
Colorado,Boulder,Dean Phillips,Democratic,No,1608,2.8%,No,0
Colorado,Broomfield,Joe Biden,Democratic,Yes,8440,83.7%,Yes,72
Colorado,Broomfield,Uncommitted,Democratic,No,853,8.5%,No,0
Colorado,Broomfield,Dean Phillips,Democratic,No,317,3.1%,No,0
Colorado,Broomfield,Marianne Williamson,Democratic,No,281,2.8%,No,0
Colorado,Chaffee,Joe Biden,Democratic,Yes,2540,83.0%,Yes,72
Colorado,Chaffee,Uncommitted,Democratic,No,272,8.9%,No,0
Colorado,Chaffee,Marianne Williamson,Democratic,No,106,3.5%,No,0
Colorado,Chaffee,Dean Phillips,Democratic,No,93,3.0%,No,0
Colorado,Cheyenne,Joe Biden,Democratic,Yes,35,58.3%,Yes,72
Colorado,Cheyenne,Uncommitted,Democratic,No,14,23.3%,No,0
Colorado,Cheyenne,Dean Phillips,Democratic,No,4,6.7%,No,0
Colorado,Cheyenne,Marianne Williamson,Democratic,No,1,1.7%,No,0
Colorado,Clear Creek,Joe Biden,Democratic,Yes,1041,81.9%,Yes,72
Colorado,Clear Creek,Uncommitted,Democratic,No,101,7.9%,No,0
Colorado,Clear Creek,Marianne Williamson,Democratic,No,60,4.7%,No,0
Colorado,Clear Creek,Dean Phillips,Democratic,No,38,3.0%,No,0
Colorado,Conejos,Joe Biden,Democratic,Yes,749,80.3%,Yes,72
Colorado,Conejos,Uncommitted,Democratic,No,60,6.4%,No,0
Colorado,Conejos,Marianne Williamson,Democratic,No,25,2.7%,No,0
Colorado,Conejos,Dean Phillips,Democratic,No,20,2.1%,No,0
Colorado,Costilla,Joe Biden,Democratic,Yes,490,79.2%,Yes,72
Colorado,Costilla,Uncommitted,Democratic,No,69,11.1%,No,0
Colorado,Costilla,Marianne Williamson,Democratic,No,12,1.9%,No,0
Colorado,Costilla,Dean Phillips,Democratic,No,6,1.0%,No,0
Colorado,Crowley,Joe Biden,Democratic,Yes,161,80.9%,Yes,72
Colorado,Crowley,Uncommitted,Democratic,No,12,6.0%,No,0
Colorado,Crowley,Marianne Williamson,Democratic,No,11,5.5%,No,0
Colorado,Crowley,Dean Phillips,Democratic,No,8,4.0%,No,0
Colorado,Custer,Joe Biden,Democratic,Yes,433,90.2%,Yes,72
Colorado,Custer,Uncommitted,Democratic,No,20,4.2%,No,0
Colorado,Custer,Marianne Williamson,Democratic,No,15,3.1%,No,0
Colorado,Custer,Dean Phillips,Democratic,No,7,1.5%,No,0
Colorado,Delta,Joe Biden,Democratic,Yes,1994,81.6%,Yes,72
Colorado,Delta,Uncommitted,Democratic,No,201,8.2%,No,0
Colorado,Delta,Marianne Williamson,Democratic,No,107,4.4%,No,0
Colorado,Delta,Dean Phillips,Democratic,No,58,2.4%,No,0
Colorado,Denver,Joe Biden,Democratic,Yes,74724,80.9%,Yes,72
Colorado,Denver,Uncommitted,Democratic,No,10403,11.3%,No,0
Colorado,Denver,Dean Phillips,Democratic,No,2648,2.9%,No,0
Colorado,Denver,Marianne Williamson,Democratic,No,2419,2.6%,No,0
Colorado,Dolores,Joe Biden,Democratic,Yes,82,75.2%,Yes,72
Colorado,Dolores,Uncommitted,Democratic,No,8,7.3%,No,0
Colorado,Dolores,Marianne Williamson,Democratic,No,5,4.6%,No,0
Colorado,Dolores,Dean Phillips,Democratic,No,3,2.8%,No,0
Colorado,Douglas,Joe Biden,Democratic,Yes,27301,84.5%,Yes,72
Colorado,Douglas,Uncommitted,Democratic,No,2315,7.2%,No,0
Colorado,Douglas,Dean Phillips,Democratic,No,1229,3.8%,No,0
Colorado,Douglas,Marianne Williamson,Democratic,No,805,2.5%,No,0
Colorado,Eagle,Joe Biden,Democratic,Yes,3916,85.0%,Yes,72
Colorado,Eagle,Uncommitted,Democratic,No,316,6.9%,No,0
Colorado,Eagle,Dean Phillips,Democratic,No,164,3.5%,No,0
Colorado,Eagle,Marianne Williamson,Democratic,No,123,2.7%,No,0
Colorado,El Paso,Joe Biden,Democratic,Yes,42314,82.6%,Yes,72
Colorado,El Paso,Uncommitted,Democratic,No,3993,7.8%,No,0
Colorado,El Paso,Dean Phillips,Democratic,No,1730,3.4%,No,0
Colorado,El Paso,Marianne Williamson,Democratic,No,1673,3.3%,No,0
Colorado,Elbert,Joe Biden,Democratic,Yes,1302,82.0%,Yes,72
Colorado,Elbert,Uncommitted,Democratic,No,123,7.7%,No,0
Colorado,Elbert,Marianne Williamson,Democratic,No,56,3.5%,No,0
Colorado,Elbert,Dean Phillips,Democratic,No,54,3.4%,No,0
Colorado,Fremont,Joe Biden,Democratic,Yes,2671,83.9%,Yes,72
Colorado,Fremont,Uncommitted,Democratic,No,242,7.6%,No,0
Colorado,Fremont,Marianne Williamson,Democratic,No,98,3.1%,No,0
Colorado,Fremont,Dean Phillips,Democratic,No,88,2.8%,No,0
Colorado,Garfield,Joe Biden,Democratic,Yes,4032,83.0%,Yes,72
Colorado,Garfield,Uncommitted,Democratic,No,422,8.7%,No,0
Colorado,Garfield,Marianne Williamson,Democratic,No,154,3.2%,No,0
Colorado,Garfield,Dean Phillips,Democratic,No,137,2.8%,No,0
Colorado,Gilpin,Joe Biden,Democratic,Yes,669,80.8%,Yes,72
Colorado,Gilpin,Uncommitted,Democratic,No,81,9.8%,No,0
Colorado,Gilpin,Marianne Williamson,Democratic,No,36,4.3%,No,0
Colorado,Gilpin,Dean Phillips,Democratic,No,23,2.8%,No,0
Colorado,Grand,Joe Biden,Democratic,Yes,1251,83.8%,Yes,72
Colorado,Grand,Uncommitted,Democratic,No,110,7.4%,No,0
Colorado,Grand,Dean Phillips,Democratic,No,54,3.6%,No,0
Colorado,Grand,Marianne Williamson,Democratic,No,48,3.2%,No,0
Colorado,Gunnison,Joe Biden,Democratic,Yes,1664,82.5%,Yes,72
Colorado,Gunnison,Uncommitted,Democratic,No,194,9.6%,No,0
Colorado,Gunnison,Dean Phillips,Democratic,No,65,3.2%,No,0
Colorado,Gunnison,Marianne Williamson,Democratic,No,49,2.4%,No,0
Colorado,Hinsdale,Joe Biden,Democratic,Yes,57,86.4%,Yes,72
Colorado,Hinsdale,Uncommitted,Democratic,No,3,4.5%,No,0
Colorado,Hinsdale,Dean Phillips,Democratic,No,2,3.0%,No,0
Colorado,Hinsdale,Marianne Williamson,Democratic,No,2,3.0%,No,0
Colorado,Huerfano,Joe Biden,Democratic,Yes,859,82.4%,Yes,72
Colorado,Huerfano,Uncommitted,Democratic,No,83,8.0%,No,0
Colorado,Huerfano,Dean Phillips,Democratic,No,25,2.4%,No,0
Colorado,Huerfano,Marianne Williamson,Democratic,No,24,2.3%,No,0
Colorado,Jackson,Joe Biden,Democratic,Yes,38,92.7%,Yes,72
Colorado,Jackson,Dean Phillips,Democratic,No,2,4.9%,No,0
Colorado,Jackson,Marianne Williamson,Democratic,No,1,2.4%,No,0
Colorado,Jackson,Uncommitted,Democratic,No,0,0.0%,No,0
Colorado,Jefferson,Joe Biden,Democratic,Yes,62174,82.5%,Yes,72
Colorado,Jefferson,Uncommitted,Democratic,No,6902,9.1%,No,0
Colorado,Jefferson,Dean Phillips,Democratic,No,2470,3.3%,No,0
Colorado,Jefferson,Marianne Williamson,Democratic,No,2160,2.9%,No,0
Colorado,Kiowa,Joe Biden,Democratic,Yes,26,65.0%,Yes,72
Colorado,Kiowa,Uncommitted,Democratic,No,9,22.5%,No,0
Colorado,Kiowa,Dean Phillips,Democratic,No,2,5.0%,No,0
Colorado,Kiowa,Marianne Williamson,Democratic,No,1,2.5%,No,0
Colorado,Kit Carson,Joe Biden,Democratic,Yes,161,71.2%,Yes,72
Colorado,Kit Carson,Uncommitted,Democratic,No,40,17.7%,No,0
Colorado,Kit Carson,Marianne Williamson,Democratic,No,10,4.4%,No,0
Colorado,Kit Carson,Dean Phillips,Democratic,No,8,3.5%,No,0
Colorado,La Plata,Joe Biden,Democratic,Yes,6080,84.0%,Yes,72
Colorado,La Plata,Uncommitted,Democratic,No,612,8.5%,No,0
